study_hours_per_week,attendance_percent,previous_score,sleep_hours,absences,parental_education,internet_access,extracurricular_activities,part_time_job,study_method,final_score,pass_fail,performance_category
11.2,85.9,78.2,6.7,6,High School,Yes,Yes,No,Online Courses,56.26,Pass,Average
12.6,73.7,48.8,7.2,8,High School,Yes,No,Yes,Tutoring,45.48,Pass,Below Average
11.1,54.2,85.6,8.8,15,Masters,Yes,Yes,No,Tutoring,60.54,Pass,Average
12.1,93.2,69.7,6.3,6,PhD,Yes,Yes,No,Self-study,65.24,Pass,Average
6.5,74.3,75.3,6.9,11,Masters,Yes,No,Yes,Self-study,47.38,Pass,Below Average
4.8,69.6,87.0,5.3,13,High School,No,No,No,Online Courses,32.81,Fail,Poor
20.0,88.3,48.3,5.6,3,PhD,Yes,Yes,No,Online Courses,65.14,Pass,Average
7.8,75.3,64.5,6.8,3,Bachelors,Yes,Yes,No,Group Study,55.67,Pass,Average
7.0,92.7,57.0,8.1,8,High School,Yes,Yes,Yes,Online Courses,45.62,Pass,Below Average
1.2,87.4,41.5,6.4,3,Bachelors,Yes,No,Yes,Online Courses,35.56,Fail,Poor
8.8,88.2,70.2,6.4,3,High School,Yes,Yes,No,Online Courses,48.0,Pass,Below Average
5.4,63.6,100.0,6.2,7,Bachelors,No,No,Yes,Online Courses,51.96,Pass,Average
20.2,94.5,37.4,6.0,4,High School,No,Yes,No,Group Study,57.83,Pass,Average
17.0,83.1,64.5,7.1,6,Bachelors,Yes,Yes,No,Online Courses,70.92,Pass,Good
8.6,75.6,74.6,4.8,4,Bachelors,Yes,No,No,Group Study,62.06,Pass,Average
23.3,81.7,66.8,8.4,8,Masters,Yes,Yes,No,Self-study,69.58,Pass,Average
16.9,58.7,63.3,5.8,7,Bachelors,Yes,Yes,No,Tutoring,50.58,Pass,Average
10.4,84.9,45.5,7.6,6,Bachelors,Yes,Yes,No,Self-study,40.67,Pass,Below Average
0.0,67.6,68.5,5.0,9,Masters,Yes,No,No,Online Courses,61.09,Pass,Average
23.5,63.8,53.6,7.6,7,Masters,Yes,No,No,Tutoring,60.38,Pass,Average
5.1,61.7,32.2,7.6,11,High School,Yes,Yes,No,Online Courses,35.67,Fail,Poor
3.8,93.4,82.9,7.2,3,Bachelors,Yes,Yes,Yes,Online Courses,50.75,Pass,Average
17.1,72.4,79.4,5.4,6,High School,Yes,Yes,Yes,Self-study,62.93,Pass,Average
24.2,98.4,65.8,7.0,6,High School,Yes,No,No,Online Courses,86.84,Pass,Excellent
18.9,73.6,68.4,5.2,5,Bachelors,Yes,No,No,Self-study,60.65,Pass,Average
14.8,59.5,81.1,6.4,12,Masters,No,No,No,Online Courses,43.72,Pass,Below Average
15.0,66.6,68.4,8.0,7,High School,Yes,No,No,Group Study,52.87,Pass,Average
16.3,94.8,78.6,7.7,5,Masters,Yes,Yes,Yes,Tutoring,58.01,Pass,Average
15.8,78.1,60.5,6.7,5,Masters,Yes,Yes,No,Self-study,62.83,Pass,Average
13.4,73.4,84.7,5.4,7,Masters,Yes,Yes,No,Self-study,69.96,Pass,Average
12.5,81.9,69.8,7.5,7,High School,Yes,Yes,No,Tutoring,58.69,Pass,Average
11.7,86.0,67.9,6.7,10,Masters,Yes,Yes,No,Self-study,60.33,Pass,Average
8.2,93.4,45.9,3.7,3,High School,No,No,Yes,Tutoring,39.15,Fail,Poor
10.6,97.4,69.3,7.7,2,Bachelors,Yes,No,No,Group Study,71.31,Pass,Good
3.5,75.7,52.5,6.7,3,High School,Yes,No,No,Online Courses,28.89,Fail,Poor
11.5,64.1,55.4,8.3,10,High School,Yes,Yes,Yes,Group Study,41.53,Pass,Below Average
7.1,75.0,52.8,5.3,7,Masters,No,No,No,Online Courses,56.61,Pass,Average
6.5,83.1,49.0,3.0,3,Bachelors,Yes,No,No,Tutoring,34.3,Fail,Poor
12.9,68.4,96.9,7.1,8,High School,No,No,No,Group Study,54.09,Pass,Average
19.0,68.5,85.0,7.1,7,High School,No,Yes,No,Online Courses,72.32,Pass,Good
16.6,84.1,93.8,4.5,3,Bachelors,Yes,Yes,Yes,Tutoring,76.26,Pass,Good
4.1,79.4,46.7,5.4,4,High School,Yes,Yes,No,Online Courses,36.4,Fail,Poor
7.1,80.4,66.1,10.0,8,Masters,No,Yes,Yes,Self-study,51.19,Pass,Average
16.7,70.9,45.6,6.3,9,High School,Yes,No,No,Self-study,46.22,Pass,Below Average
7.1,77.2,54.6,7.7,5,High School,Yes,Yes,Yes,Tutoring,37.67,Fail,Poor
10.9,68.9,51.2,5.9,8,Bachelors,Yes,Yes,No,Online Courses,45.85,Pass,Below Average
14.8,90.7,83.6,4.0,7,Bachelors,Yes,No,No,Self-study,64.35,Pass,Average
7.2,92.4,59.1,6.5,2,Bachelors,Yes,No,No,Group Study,57.25,Pass,Average
12.5,57.8,81.0,6.4,10,High School,Yes,No,Yes,Online Courses,38.8,Fail,Poor
5.3,68.8,74.1,6.2,8,PhD,Yes,No,No,Online Courses,43.02,Pass,Below Average
9.0,62.0,99.6,6.6,12,Bachelors,Yes,Yes,No,Self-study,57.06,Pass,Average
13.6,72.2,42.8,7.0,10,High School,Yes,Yes,Yes,Self-study,52.05,Pass,Average
4.0,79.0,83.9,6.5,7,Bachelors,No,Yes,No,Tutoring,50.74,Pass,Average
14.2,62.6,82.2,5.1,7,Masters,Yes,No,No,Online Courses,55.51,Pass,Average
11.9,68.9,50.4,7.3,4,High School,Yes,No,No,Group Study,51.01,Pass,Average
14.8,68.0,80.1,4.2,9,High School,Yes,Yes,No,Self-study,52.57,Pass,Average
13.1,82.5,70.0,4.0,5,Masters,Yes,No,Yes,Online Courses,68.17,Pass,Average
18.8,80.8,61.6,7.7,3,Bachelors,No,Yes,No,Self-study,61.83,Pass,Average
